volcano_number;volcano_name;primary_volcano_type;last_eruption_year;country;region;subregion;latitude;longitude;elevation;tectonic_settings;evidence_category;major_rock_1;major_rock_2;major_rock_3;major_rock_4;major_rock_5;minor_rock_1;minor_rock_2;minor_rock_3;minor_rock_4;minor_rock_5;population_within_5_km;population_within_10_km;population_within_30_km;population_within_100_km
322160;Crater Lake;caldera;-2850;United States;Canada and Western USA;USA (Oregon);42.93;-122.12;2487;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;Andesite / Basaltic Andesite; ; ; ;Basalt / Picro-Basalt; ; ; ;NA;52;52;366;272674
324020;Craters of the Moon;pyroclasticcone;-130;United States;Canada and Western USA;USA (Idaho);43.42;-113.5;2005;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite; ; ; ; ; ; ;NA;15;15;1459;93300
272010;Cuernos de Negros;complex;Unknown;Philippines;Philippines and SE Asia;Central Philippines;9.25;123.17;1862;Subduction zone / Continental crust (>25 km);Unrest / Holocene;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt; ; ; ; ; ; ;NA;1458;39681;531644;2960980
352003;Cuicocha;caldera;650;Ecuador;South America;Ecuador;0.308;-78.364;3246;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite; ; ; ; ; ; ; ; ;NA;178815;178815;364146;3193683
342111;Cuilapa-Barbarena;volcanicfield;Unknown;Guatemala;México and Central America;Guatemala;14.33;-90.4;1454;Subduction zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;119602;119602;987252;6943297
351100;Cumbal;stratovolcano;1926;Colombia;South America;Colombia;0.95;-77.87;4764;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;1405;10206;244853;1800919
341098;Cumbres,  Las;stratovolcano;-3920;Mexico;México and Central America;Mexico;19.15;-97.27;3940;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Dacite;Rhyolite; ; ; ; ; ; ;NA;113;1923;315004;6365085
221113;Dabbahu;stratovolcano;2005;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;12.595;40.48;1401;Rift zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;Rhyolite;Trachyandesite / Basaltic Trachyandesite;Trachybasalt / Tephrite Basanite;Trachyte / Trachydacite; ; ; ; ;NA;204;1150;36494;540735
221114;Dabbayra;shield;Unknown;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;12.38;40.07;1302;Rift zone / Intermediate crust (15-25 km);Evidence Credible;Basalt / Picro-Basalt;Rhyolite; ; ; ; ; ; ; ;NA;804;3324;47053;1946949
252040;Dakataua;caldera;1895;Papua New Guinea;Melanesia and Australia;New Britain;-5.094;150.094;408;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt; ; ; ; ; ; ;NA;1147;1147;3743;113954
221141;Dama Ali;shield;1631;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;11.28;41.63;1068;Rift zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;Trachyte / Trachydacite;Rhyolite; ; ; ; ; ; ;NA;24;1944;40013;353949
232010;Damavand;stratovolcano;-5350;Iran;Middle East and Indian Ocean;Middle East (western);35.951;52.109;5670;Intraplate / Continental crust (>25 km);Eruption Dated;Trachyandesite / Basaltic Trachyandesite; ; ; ; ;Basalt / Picro-Basalt;Trachyte / Trachydacite; ; ;NA;27;2295;59171;11945981
303040;Dariganga Volcanic Field;pyroclasticcone;Unknown;Mongolia;Kamchatka and Mainland Asia;Mongolia;45.754;114.279;1778;Intraplate / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite;Foidite; ; ; ; ; ; ;NA;18247;18247;18247;25280
353030;Darwin;shield;1813;Ecuador;South America;Galapagos Islands;-0.18;-91.28;1330;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ;Andesite / Basaltic Andesite; ; ; ;NA;190;190;343;2366
261210;Daun, Bukit;stratovolcano;Unknown;Indonesia;Indonesia;Sumatra;-3.38;102.37;2467;Subduction zone / Continental crust (>25 km);Unrest / Holocene;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;4088;42410;425096;2318233
322100;Davis Lake;volcanicfield;-2790;United States;Canada and Western USA;USA (Oregon);43.57;-121.82;2163;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;1440;1440;7483;164597
253060;Dawson Strait Group;volcanicfield;1350;Papua New Guinea;Melanesia and Australia;New Guinea and D'Entrecasteaux Islands;-9.62;150.88;500;Subduction zone / Continental crust (>25 km);Eruption Dated;Rhyolite;Trachyte / Trachydacite;Trachyandesite / Basaltic Trachyandesite; ; ; ; ; ; ;NA;5388;5388;7721;80476
390030;Deception Island;caldera;1970;Antarctica;Antarctica;Antarctica and South Sandwich Islands;-63.001;-60.652;602;Intraplate / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite; ;Dacite; ; ; ;NA;0;0;0;0
261230;Dempo;stratovolcano;2017;Indonesia;Indonesia;Sumatra;-4.016;103.121;3142;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;124;9613;96058;2307584
357050;Descabezado Grande;stratovolcano;1933;Chile;South America;Central Chile and Argentina;-35.58;-70.75;3953;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;39;142;3454;704116
322120;Devils Garden;volcanicfield;Unknown;United States;Canada and Western USA;USA (Oregon);43.512;-120.861;1698;Rift zone / Continental crust (>25 km);Evidence Uncertain;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;51;51;287;162601
231120;Dhamar, Harras of;volcanicfield;1937;Yemen;Middle East and Indian Ocean;Middle East (southern);14.57;44.67;3500;Intraplate / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Rhyolite; ; ; ; ; ; ; ;NA;791276;791276;791276;5778965
360080;Diables, Morne aux;lavadome;Unknown;Dominica;West Indies;West Indies;15.612;-61.43;861;Subduction zone / Oceanic crust (< 15 km);Evidence Credible;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;8048;12036;33148;479470
360090;Diablotins, Morne;stratovolcano;Unknown;Dominica;West Indies;West Indies;15.503;-61.397;1430;Subduction zone / Oceanic crust (< 15 km);Evidence Uncertain;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt; ; ; ; ; ; ;NA;423;9775;69935;513702
322170;Diamond Craters;volcanicfield;-5610;United States;Canada and Western USA;USA (Oregon);43.1;-118.75;1435;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;66;66;136;6969
263200;Dieng Volcanic Complex;complex;2018;Indonesia;Indonesia;Java;-7.2;109.879;2565;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;1092929;1092929;1886942;24381814
300022;Diky Greben;lavadome;350;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;51.452;156.978;1040;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;Andesite / Basaltic Andesite;Rhyolite; ; ; ; ; ; ;NA;0;56;544;4568
357067;Domuyo;stratovolcano;Unknown;Argentina;South America;Central Chile and Argentina;-36.638;-70.432;4702;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Dacite; ; ; ; ; ; ; ; ;NA;1;34;1425;30006
221100;Dubbi;stratovolcano;1861;Eritrea;Africa and Red Sea;Africa (northeastern) and Red Sea;13.579;41.809;1625;Rift zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite;Rhyolite; ;NA;0;0;18;14867
268010;Dukono;complex;2020;Indonesia;Indonesia;Halmahera;1.693;127.894;1229;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;Trachyte / Trachydacite;Basalt / Picro-Basalt; ; ; ; ; ; ;NA;1575;3348;101506;393070
341022;Durango Volcanic Field;pyroclasticcone;Unknown;Mexico;México and Central America;Mexico;24.15;-104.45;2075;Subduction zone / Continental crust (>25 km);Evidence Credible;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;571282;571282;571282;797133
300110;Dzenzursky;compound;Unknown;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;53.637;158.922;2285;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;0;0;110;250934
284201;East Diamante;submarine;Unknown;United States;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;15.93;145.67;-127;Subduction zone / Crustal thickness unknown;Unrest / Holocene;Dacite; ; ; ; ; ; ; ; ;NA;0;0;0;76403
356011;Easter Island;shield;Unknown;Chile;South America;Pacific Ocean (Chilean Islands);-27.15;-109.38;511;Rift zone / Oceanic crust (< 15 km);Evidence Credible;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite;Trachybasalt / Tephrite Basanite;Rhyolite; ;Trachyte / Trachydacite; ; ; ;NA;698;4029;4091;4091
290380;Ebeko;stratovolcano;2020;Russia;Kuril Islands;Kuril Islands;50.686;156.014;1103;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;0;267;1076;3098
222080;Eburru, Ol Doinyo;complex;Unknown;Kenya;Africa and Red Sea;Africa (eastern);-0.65;36.22;2856;Rift zone / Continental crust (>25 km);Evidence Credible;Rhyolite;Phonolite;Trachyte / Trachydacite; ; ; ; ; ; ;NA;460;9365;323529;7992639
353011;Ecuador;shield;1150;Ecuador;South America;Galapagos Islands;-0.02;-91.546;790;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;135;135;193;894
315040;Edgecumbe;stratovolcano;-2220;United States;Alaska;Alaska (eastern);57.05;-135.75;970;Intraplate / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Rhyolite;Dacite; ; ; ; ; ;NA;0;0;6613;7074
320060;Edziza;stratovolcano;950;Canada;Canada and Western USA;Canada;57.72;-130.63;2786;Intraplate / Continental crust (>25 km);Eruption Dated;Trachyte / Trachydacite;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite;Rhyolite; ;Trachyandesite / Basaltic Trachyandesite; ; ; ;NA;0;0;0;898
214010;Elbrus;stratovolcano;50;Russia;Mediterranean and Western Asia;Western Asia;43.351;42.442;5642;Intraplate / Continental crust (>25 km);Eruption Dated;Dacite;Andesite / Basaltic Andesite;Rhyolite;Trachyte / Trachydacite; ; ; ; ; ;NA;26;195;5718;1469719
300590;Elovsky;shield;-7550;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;57.55;160.53;1381;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;44;2704
312020;Emmons Lake;caldera;Unknown;United States;Alaska;Alaska Peninsula;55.341;-162.073;1436;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Rhyolite; ; ; ; ; ; ;NA;0;0;686;1199
222051;Emuruangogolak;shield;1910;Kenya;Africa and Red Sea;Africa (eastern);1.5;36.33;1285;Rift zone / Continental crust (>25 km);Eruption Dated;Trachyte / Trachydacite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;80;252;4448;445177
331010;Endeavour Segment;submarine;-3490;Canada;Hawaii and Pacific Ocean;Pacific Ocean (northern);47.95;-129.1;-2050;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;0;0
257060;Epi;stratovolcano;2004;Vanuatu;Melanesia and Australia;Vanuatu;-16.68;168.37;833;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ;NA;0;170;7819;52827
213010;Erciyes Dagi;stratovolcano;-6880;Turkey;Mediterranean and Western Asia;Turkey;38.531;35.447;3864;Intraplate / Continental crust (>25 km);Eruption Dated;Dacite;Andesite / Basaltic Andesite;Rhyolite;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite; ; ; ; ;NA;1715;8036;767813;1817720
390020;Erebus;stratovolcano;2020;Antarctica;Antarctica;Antarctica and South Sandwich Islands;-77.53;167.17;3794;Intraplate / Continental crust (>25 km);Eruption Observed;Phonolite;Phono-tephrite /  Tephri-phonolite;Trachybasalt / Tephrite Basanite; ; ;Trachyte / Trachydacite;Trachyandesite / Basaltic Trachyandesite; ; ;NA;0;0;0;0
221080;Erta Ale;shield;2020;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;13.6;40.67;613;Rift zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;2685;2796;8857;235083
285011;Esan;lavadome;1874;Japan;Japan, Taiwan, Marianas;Hokkaido;41.805;141.166;618;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;1734;5831;33197;916560
374020;Esjufjoll;stratovolcano;Unknown;Iceland;Iceland and Arctic Ocean;Iceland (southeastern);64.25;-16.583;1620;Rift zone / Oceanic crust (< 15 km);Unrest / Holocene;Basalt / Picro-Basalt; ; ; ; ;Rhyolite; ; ; ;NA;0;0;0;2564
344131;Esteli;fissurevent;Unknown;Nicaragua;México and Central America;Nicaragua;13.17;-86.4;899;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;133804;133804;246244;2574633
211060;Etna;stratovolcano;2020;Italy;Mediterranean and Western Asia;Italy;37.748;14.999;3295;Subduction zone / Continental crust (>25 km);Eruption Observed;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite;Basalt / Picro-Basalt; ; ;Trachyte / Trachydacite;Phono-tephrite /  Tephri-phonolite; ; ;NA;78;3291;1016540;3052770
290050;Etorofu-Atosanupuri [Atosanupuri];stratovolcano;1932;Japan - administered by Russia;Kuril Islands;Kuril Islands;44.808;147.131;1206;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;1;289;644;4311
290070;Etorofu-Yakeyama [Grozny Group];complex;2013;Japan - administered by Russia;Kuril Islands;Kuril Islands;45.012;147.871;1158;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;0;39;2417;6361
372020;Eyjafjallajokull;stratovolcano;2010;Iceland;Iceland and Arctic Ocean;Iceland (southern);63.633;-19.633;1651;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite;Trachybasalt / Tephrite Basanite;Trachyte / Trachydacite; ; ; ; ; ;NA;0;4;786;18516
284140;Farallon de Pajaros;stratovolcano;1967;United States;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;20.546;144.893;337;Subduction zone / Crustal thickness unknown;Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;0;0;0;0
382010;Fayal;stratovolcano;1958;Portugal;Atlantic Ocean;Azores;38.6;-28.73;1043;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite;Trachyte / Trachydacite;Trachyandesite / Basaltic Trachyandesite; ; ; ; ;NA;1514;13757;24414;50663
221190;Fentale;stratovolcano;1820;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;8.975;39.93;2007;Rift zone / Continental crust (>25 km);Eruption Observed;Rhyolite;Trachyte / Trachydacite;Trachybasalt / Tephrite Basanite;Andesite / Basaltic Andesite; ; ; ; ; ;NA;1919;14201;169357;3482286
311350;Fisher;stratovolcano;1830;United States;Alaska;Aleutian Islands;54.65;-164.43;1112;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt;Trachyte / Trachydacite; ; ; ; ; ;NA;0;0;0;25
342140;Flores;volcanicfield;Unknown;Guatemala;México and Central America;Guatemala;14.308;-89.992;1600;Subduction zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;205145;205145;397357;7489933
382001;Flores;stratovolcano;-950;Portugal;Atlantic Ocean;Azores;39.462;-31.216;914;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite; ;Phono-tephrite /  Tephri-phonolite; ; ; ;NA;1054;4560;5825;5865
384010;Fogo;stratovolcano;2015;Cape Verde;Atlantic Ocean;Cape Verde Islands;14.95;-24.35;2829;Intraplate / Intermediate crust (15-25 km);Eruption Observed;Foidite;Trachybasalt / Tephrite Basanite;Phonolite; ; ; ; ; ; ;NA;189;13254;37650;267298
223001;Fort Portal;tuffcone;-2120;Uganda;Africa and Red Sea;Africa (central);0.7;30.25;1615;Rift zone / Continental crust (>25 km);Eruption Dated;Foidite; ; ; ; ; ; ; ; ;NA;242914;242914;498815;4167189
320010;Fort Selkirk;volcanicfield;Unknown;Canada;Canada and Western USA;Canada;62.93;-137.38;1239;Intraplate / Continental crust (>25 km);Evidence Uncertain;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt;Foidite; ; ; ; ; ; ;NA;6;6;6;491
233020;Fournaise, Piton de la;shield;2020;France;Middle East and Indian Ocean;Indian Ocean (western);-21.244;55.708;2632;Intraplate / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ;NA;55859;55859;246792;717820
373070;Fremrinamar;stratovolcano;-1200;Iceland;Iceland and Arctic Ocean;Iceland (northeastern);65.416;-16.666;970;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;Rhyolite; ; ; ; ; ; ; ;NA;0;0;476;19143
312010;Frosty;stratovolcano;Unknown;United States;Alaska;Alaska Peninsula;55.067;-162.835;1728;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;0;0;67;1153
342090;Fuego;stratovolcano;2020;Guatemala;México and Central America;Guatemala;14.473;-90.88;3763;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ;Trachyandesite / Basaltic Trachyandesite; ; ; ;NA;1373;54332;1016339;7677809
383050;Fuerteventura;fissurevent;Unknown;Spain;Atlantic Ocean;Canary Islands;28.358;-14.02;529;Intraplate / Intermediate crust (15-25 km);Evidence Credible;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite;Foidite;Trachyandesite / Basaltic Trachyandesite; ; ; ; ; ;NA;1432;8752;52038;226781
283030;Fujisan;stratovolcano;1708;Japan;Japan, Taiwan, Marianas;Honshu;35.361;138.728;3776;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt; ; ; ; ;Andesite / Basaltic Andesite;Dacite; ; ;NA;570;1759;906969;25022187
282091;Fukue;shield;-400;Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;32.657;128.849;315;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;18334;40407;61450;704523
382100;Furnas;stratovolcano;1630;Portugal;Atlantic Ocean;Azores;37.77;-25.32;805;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Trachyte / Trachydacite;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite; ; ; ; ; ;NA;1333;7310;87865;153182
221150;Gabillema;stratovolcano;Unknown;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;11.08;41.27;1459;Rift zone / Intermediate crust (15-25 km);Evidence Credible;Rhyolite;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite; ; ; ; ; ;NA;248;772;12626;373968
221050;Gada Ale;stratovolcano;Unknown;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;13.975;40.408;287;Rift zone / Intermediate crust (15-25 km);Evidence Credible;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite; ; ; ; ; ; ;NA;101;605;4827;618972
334070;Galapagos Rift;submarine;1996;Undersea Features;Hawaii and Pacific Ocean;Pacific Ocean (eastern);0.792;-86.15;-2430;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;0;0
351080;Galeras;complex;2014;Colombia;South America;Colombia;1.22;-77.37;4276;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ;Dacite; ; ; ;NA;705;120817;630777;1700248
255062;Gallego;volcanicfield;Unknown;Solomon Islands;Melanesia and Australia;Bougainville and Solomon Islands;-9.35;159.73;1000;Subduction zone / Crustal thickness unknown;Evidence Uncertain;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;10017;10017;81587;169626
263140;Galunggung;stratovolcano;1984;Indonesia;Indonesia;Java;-7.25;108.058;2168;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ;Rhyolite; ; ; ;NA;4781;66495;2382939;23897342
268060;Gamalama;stratovolcano;2018;Indonesia;Indonesia;Halmahera;0.8;127.33;1715;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ;Dacite; ; ; ;NA;103429;204820;308691;536972
300210;Gamchen;complex;-550;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;54.974;160.703;2539;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;0;0;382;3829
268040;Gamkonora;stratovolcano;2007;Indonesia;Indonesia;Halmahera;1.38;127.53;1635;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;3354;12744;61376;627128
320200;Garibaldi;stratovolcano;-8060;Canada;Canada and Western USA;Canada;49.85;-123;2678;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;0;22;16058;2264818
320190;Garibaldi Lake;volcanicfield;Unknown;Canada;Canada and Western USA;Canada;49.933;-123;2316;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ;Dacite;Trachyandesite / Basaltic Trachyandesite; ; ;NA;6635;6635;28109;2218089
252030;Garove;stratovolcano;Unknown;Papua New Guinea;Melanesia and Australia;New Britain;-4.687;149.511;368;Subduction zone / Oceanic crust (< 15 km);Evidence Credible;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt; ; ;Rhyolite; ; ; ;NA;4259;5887;6388;18704
252060;Garua Harbour;volcanicfield;Unknown;Papua New Guinea;Melanesia and Australia;New Britain;-5.3;150.07;565;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Rhyolite;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;12090;12090;44354;123676
257020;Gaua;stratovolcano;2011;Vanuatu;Melanesia and Australia;Vanuatu;-14.27;167.5;797;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ;Dacite; ; ; ;NA;166;1200;2848;8834
221230;Gedamsa;caldera;Unknown;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;8.357;39.188;1873;Rift zone / Continental crust (>25 km);Evidence Credible;Rhyolite;Trachyte / Trachydacite; ; ; ;Basalt / Picro-Basalt; ; ; ;NA;216008;216008;744211;8000105
263060;Gede-Pangrango;stratovolcano;1957;Indonesia;Indonesia;Java;-6.77;106.965;3008;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;2500;154390;2315469;40640105
353081;Genovesa;shield;Unknown;Ecuador;South America;Galapagos Islands;0.32;-89.958;64;Rift zone / Oceanic crust (< 15 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;197;197;197;2665
214070;Ghegham Volcanic Ridge;volcanicfield;-1900;Armenia;Mediterranean and Western Asia;Western Asia;40.283;45;3597;Intraplate / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Rhyolite;Dacite; ; ; ; ; ; ;NA;1265153;1265153;1265153;3151168
321020;Glacier Peak;stratovolcano;1700;United States;Canada and Western USA;USA (Washington);48.112;-121.113;3213;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;Andesite / Basaltic Andesite; ; ; ;Basalt / Picro-Basalt; ; ; ;NA;0;0;23;1340896
341097;Gloria, La;volcanicfield;Unknown;Mexico;México and Central America;Mexico;19.33;-97.25;3500;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Trachyandesite / Basaltic Trachyandesite;Basalt / Picro-Basalt; ; ;Dacite; ; ; ;NA;108512;108512;290739;5697562
323170;Golden Trout Creek;volcanicfield;-5550;United States;Canada and Western USA;USA (California);36.358;-118.32;2886;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;3;3;273;461496
253041;Goodenough;volcanicfield;Unknown;Papua New Guinea;Melanesia and Australia;New Guinea and D'Entrecasteaux Islands;-9.48;150.35;220;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;7639;7639;17932;127955
300070;Gorely;caldera;2010;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;52.559;158.03;1799;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ;NA;0;0;19;250293
382040;Graciosa;stratovolcano;-1950;Portugal;Atlantic Ocean;Azores;39.02;-27.97;402;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;Andesite / Basaltic Andesite;Trachyte / Trachydacite; ; ; ; ; ; ;NA;2500;5941;6153;96656
383040;Gran Canaria;fissurevent;40;Spain;Atlantic Ocean;Canary Islands;28;-15.58;1950;Intraplate / Intermediate crust (15-25 km);Eruption Dated;Trachybasalt / Tephrite Basanite;Phono-tephrite /  Tephri-phonolite;Phonolite;Trachyte / Trachydacite;Basalt / Picro-Basalt; ; ; ; ;NA;1101;8049;697199;1119998
